age,income,loan_amount,loan_term,credit_score,employment_years,num_credit_lines,debt_to_income,num_delinquencies,previous_defaults,loan_to_income,monthly_payment,payment_to_income,education,home_ownership,loan_purpose,employment_status,default
20,145738.0,22442.0,12,497,10.0,14,0.5871,0,2,0.154,1941.83,0.1599,Bachelor,Rent,Home Improvement,Full-time,0
53,32257.0,32226.0,12,690,22.0,2,0.5311,5,2,0.999,2788.41,1.0369,Bachelor,Rent,Home Improvement,Full-time,0
25,121429.0,28676.0,36,520,21.0,6,0.1073,2,3,0.2362,885.43,0.0875,Master,Rent,Debt Consolidation,Part-time,0
34,198119.0,14407.0,36,848,24.0,13,0.5896,7,0,0.0727,444.85,0.0269,High School,Rent,Business,Part-time,0
61,32225.0,7796.0,36,464,26.0,12,0.3518,5,3,0.2419,240.72,0.0896,Bachelor,Rent,Home Improvement,Self-employed,1
32,70836.0,48674.0,48,498,26.0,16,0.556,9,1,0.6871,1165.56,0.1974,Bachelor,Own,Medical,Full-time,0
59,171215.0,15370.0,36,301,5.0,16,0.4682,4,2,0.0898,474.58,0.0333,Master,Mortgage,Debt Consolidation,Full-time,1
43,113709.0,6368.0,36,436,5.0,1,0.4062,1,1,0.056,196.63,0.0207,Bachelor,Rent,Debt Consolidation,Full-time,0
31,47370.0,15991.0,60,429,6.0,2,0.2297,9,0,0.3376,316.64,0.0802,PhD,Own,Business,Full-time,0
36,54429.0,45218.0,48,719,18.0,7,0.0649,3,3,0.8308,1082.8,0.2387,Bachelor,Mortgage,Medical,Part-time,0
46,156490.0,13803.0,60,485,17.0,19,0.2022,7,1,0.0882,273.32,0.021,Bachelor,Own,Home Improvement,Unemployed,0
58,174265.0,49352.0,24,411,25.0,10,0.4272,7,0,0.2832,2209.62,0.1521,Master,Mortgage,Education,Full-time,0
50,81704.0,23577.0,48,472,25.0,17,0.5247,9,0,0.2886,564.58,0.0829,Bachelor,Own,Education,Part-time,0
66,102659.0,43228.0,48,609,24.0,2,0.0513,6,3,0.4211,1035.15,0.121,Bachelor,Rent,Personal,Full-time,0
63,159810.0,33000.0,36,732,2.0,19,0.1644,5,3,0.2065,1018.94,0.0765,Master,Rent,Home Improvement,Full-time,0
57,47731.0,3152.0,12,838,20.0,2,0.4202,3,2,0.066,272.73,0.0685,High School,Mortgage,Personal,Part-time,0
50,53160.0,25960.0,36,326,25.0,16,0.206,4,3,0.4883,801.57,0.1809,PhD,Mortgage,Medical,Self-employed,1
34,158269.0,21429.0,60,762,29.0,17,0.1279,7,2,0.1354,424.32,0.0322,Master,Own,Business,Unemployed,0
40,49532.0,10871.0,48,513,10.0,6,0.0951,5,3,0.2195,260.32,0.0631,Bachelor,Own,Business,Unemployed,1
25,157600.0,27949.0,12,744,23.0,6,0.4008,0,0,0.1773,2418.34,0.1841,High School,Own,Debt Consolidation,Full-time,0
38,106949.0,6044.0,24,320,12.0,12,0.3772,3,0,0.0565,270.61,0.0304,High School,Rent,Business,Self-employed,0
66,198156.0,35216.0,36,644,4.0,14,0.5222,9,2,0.1777,1087.37,0.0658,High School,Rent,Education,Part-time,0
41,21093.0,41271.0,60,811,10.0,3,0.2232,2,3,1.9565,817.22,0.4647,High School,Mortgage,Personal,Full-time,0
25,190001.0,5534.0,36,321,7.0,5,0.1252,4,2,0.0291,170.87,0.0108,Bachelor,Rent,Home Improvement,Full-time,0
52,56680.0,24485.0,60,734,27.0,15,0.4895,8,3,0.432,484.83,0.1026,Master,Rent,Personal,Unemployed,0
68,21489.0,33101.0,48,362,5.0,16,0.5935,2,1,1.5403,792.64,0.4424,Bachelor,Mortgage,Debt Consolidation,Unemployed,0
63,148942.0,4044.0,24,840,3.0,3,0.2482,6,2,0.0272,181.06,0.0146,Bachelor,Own,Personal,Full-time,0
33,113517.0,20077.0,12,709,17.0,17,0.5259,7,2,0.1769,1737.2,0.1836,PhD,Mortgage,Business,Full-time,0
42,169915.0,13647.0,60,800,17.0,17,0.4694,3,3,0.0803,270.23,0.0191,Master,Rent,Medical,Full-time,0
46,35045.0,2923.0,36,793,16.0,17,0.5514,8,2,0.0834,90.25,0.0309,Bachelor,Mortgage,Business,Full-time,0
32,29945.0,40397.0,60,473,4.0,5,0.2834,4,1,1.349,799.91,0.3204,Bachelor,Rent,Personal,Self-employed,0
33,119941.0,22788.0,60,528,14.0,13,0.1057,2,0,0.19,451.23,0.0451,Bachelor,Rent,Debt Consolidation,Full-time,0
31,178184.0,37834.0,36,680,27.0,4,0.1151,2,1,0.2123,1168.2,0.0787,Bachelor,Own,Home Improvement,Full-time,0
69,90066.0,29766.0,12,396,2.0,4,0.4698,2,0,0.3305,2575.56,0.3431,High School,Mortgage,Personal,Full-time,0
57,162540.0,43915.0,60,468,23.0,2,0.5248,5,0,0.2702,869.57,0.0642,Bachelor,Own,Debt Consolidation,Part-time,0
62,182648.0,49853.0,36,354,3.0,10,0.3014,2,2,0.2729,1539.32,0.1011,Bachelor,Rent,Business,Self-employed,0
60,175891.0,30502.0,12,788,7.0,14,0.0828,3,0,0.1734,2639.24,0.18,Bachelor,Own,Business,Self-employed,0
67,109103.0,18256.0,36,436,26.0,4,0.0867,7,1,0.1673,563.69,0.062,Master,Rent,Education,Full-time,0
25,144209.0,21722.0,12,525,8.0,4,0.3792,8,0,0.1506,1879.53,0.1564,Master,Mortgage,Personal,Full-time,0
64,112248.0,41444.0,24,548,15.0,6,0.5552,6,0,0.3692,1855.55,0.1983,Bachelor,Mortgage,Debt Consolidation,Full-time,0
23,139718.0,21905.0,24,506,11.0,4,0.2698,5,2,0.1568,980.74,0.0842,High School,Mortgage,Medical,Self-employed,0
43,119911.0,26467.0,36,727,18.0,16,0.4078,6,0,0.2207,817.22,0.0818,High School,Own,Business,Self-employed,0
49,112142.0,10506.0,36,802,12.0,4,0.3481,4,1,0.0937,324.39,0.0347,Bachelor,Mortgage,Medical,Full-time,0
37,95809.0,49513.0,60,615,13.0,6,0.5394,2,0,0.5168,980.42,0.1228,Master,Own,Debt Consolidation,Full-time,0
27,135765.0,32889.0,24,760,24.0,6,0.5078,7,0,0.2422,1472.53,0.1301,Bachelor,Rent,Debt Consolidation,Part-time,0
29,153953.0,17180.0,48,360,16.0,4,0.1596,1,0,0.1116,411.4,0.0321,High School,Own,Business,Self-employed,0
61,185035.0,29668.0,60,831,16.0,18,0.4226,9,0,0.1603,587.46,0.0381,High School,Mortgage,Debt Consolidation,Part-time,0
35,128447.0,20655.0,48,363,24.0,4,0.5161,4,0,0.1608,494.61,0.0462,High School,Mortgage,Medical,Full-time,0
35,33596.0,8588.0,24,336,12.0,10,0.5616,8,2,0.2556,384.51,0.1373,Bachelor,Own,Debt Consolidation,Unemployed,1
66,123683.0,43862.0,48,312,24.0,11,0.3745,0,0,0.3546,1050.33,0.1019,Bachelor,Mortgage,Personal,Full-time,0
27,73416.0,44397.0,24,433,21.0,5,0.1468,4,3,0.6047,1987.77,0.3249,High School,Mortgage,Personal,Part-time,1
65,19960.0,41909.0,36,760,26.0,9,0.357,4,1,2.0995,1294.03,0.7775,Bachelor,Mortgage,Business,Full-time,0
66,28404.0,19054.0,48,465,13.0,4,0.4162,3,1,0.6708,456.27,0.1927,Master,Mortgage,Personal,Full-time,0
49,124390.0,13563.0,24,734,16.0,10,0.1999,5,3,0.109,607.25,0.0586,Bachelor,Rent,Personal,Full-time,0
28,189788.0,3437.0,12,533,,1,0.5852,6,3,0.0181,297.39,0.0188,High School,Own,Education,Full-time,1
27,108530.0,36845.0,60,357,3.0,9,0.1761,9,1,0.3395,729.58,0.0807,Bachelor,Mortgage,Business,Unemployed,0
34,97374.0,17066.0,48,560,3.0,7,0.5512,8,3,0.1753,408.67,0.0504,Master,Mortgage,Home Improvement,Part-time,1
48,31402.0,44718.0,12,427,18.0,7,0.2838,2,2,1.424,3869.3,1.4781,High School,Rent,Education,Unemployed,1
27,139938.0,43622.0,24,460,9.0,3,0.0503,9,2,0.3117,1953.07,0.1675,High School,Mortgage,Medical,Part-time,0
42,25262.0,7280.0,24,584,8.0,19,0.3488,4,3,0.2882,325.94,0.1548,Bachelor,Mortgage,Home Improvement,Full-time,1
25,170607.0,45930.0,60,734,18.0,1,0.3956,4,2,0.2692,909.47,0.064,Bachelor,Rent,Business,Part-time,0
47,166035.0,7874.0,60,622,11.0,3,0.5281,0,2,0.0474,155.91,0.0113,Master,Rent,Debt Consolidation,Part-time,0
21,198335.0,25029.0,48,422,4.0,2,0.3473,6,2,0.1262,599.35,0.0363,Bachelor,Own,Education,Self-employed,0
55,67592.0,24222.0,36,694,16.0,19,0.1018,8,2,0.3584,747.91,0.1328,High School,Own,Personal,Full-time,0
22,44929.0,47860.0,12,683,16.0,7,0.5597,2,3,1.0652,4141.17,1.1058,Master,Own,Debt Consolidation,Full-time,0
29,70413.0,33208.0,24,430,4.0,9,0.3609,8,2,0.4716,1486.81,0.2533,Bachelor,Rent,Debt Consolidation,Part-time,1
28,162909.0,43886.0,12,768,8.0,15,0.1993,0,1,0.2694,3797.31,0.2797,Bachelor,Mortgage,Personal,Self-employed,0
61,55482.0,30194.0,48,763,7.0,1,0.5444,9,0,0.5442,723.03,0.1563,High School,Rent,Debt Consolidation,Full-time,0
22,179173.0,41436.0,12,632,20.0,2,0.1165,2,3,0.2313,3585.32,0.2401,Bachelor,Mortgage,Medical,Full-time,0
41,43524.0,42753.0,48,462,7.0,4,0.1036,4,1,0.9823,1023.77,0.2822,Master,Rent,Home Improvement,Full-time,0
49,24041.0,43125.0,60,494,0.0,13,0.3443,0,1,1.7937,853.93,0.426,High School,Mortgage,Business,Self-employed,0
45,55581.0,21169.0,24,541,8.0,19,0.3937,8,3,0.3809,947.79,0.2046,Bachelor,Own,Debt Consolidation,Full-time,1
54,154506.0,19711.0,48,403,14.0,12,0.331,5,0,0.1276,472.0,0.0367,PhD,Mortgage,Debt Consolidation,Part-time,0
60,126421.0,49256.0,60,468,23.0,17,0.5609,9,0,0.3896,975.33,0.0926,Bachelor,Rent,Business,Full-time,0
39,80624.0,38066.0,36,373,1.0,17,0.1946,3,2,0.4721,1175.37,0.1749,High School,Own,Home Improvement,Full-time,0
61,136366.0,45947.0,36,385,26.0,6,0.5946,0,3,0.3369,1418.71,0.1248,High School,Rent,Education,Full-time,0
35,134990.0,29289.0,24,709,9.0,4,0.0606,6,3,0.217,1311.34,0.1166,Bachelor,Rent,Personal,Full-time,0
69,117623.0,46522.0,36,370,,4,0.1152,1,3,0.3955,1436.46,0.1465,Bachelor,Mortgage,Education,Full-time,0
45,110098.0,36264.0,60,558,0.0,16,0.1521,6,3,0.3294,718.07,0.0783,High School,Rent,Home Improvement,Part-time,0
56,33776.0,37385.0,48,536,8.0,13,0.0938,0,2,1.1068,895.23,0.3179,High School,Mortgage,Home Improvement,Full-time,0
63,63052.0,9711.0,24,325,14.0,17,0.291,1,3,0.154,434.79,0.0827,Bachelor,Own,Debt Consolidation,Full-time,1
59,112623.0,28777.0,36,757,18.0,10,0.526,6,1,0.2555,888.55,0.0947,Bachelor,Rent,Medical,Part-time,0
62,40015.0,36838.0,48,841,23.0,19,0.5014,6,2,0.9206,882.13,0.2645,High School,Mortgage,Home Improvement,Full-time,0
46,103030.0,38288.0,12,651,15.0,17,0.4596,1,0,0.3716,3312.94,0.3858,Bachelor,Rent,Personal,Full-time,0
22,36635.0,47922.0,48,669,3.0,16,0.0541,1,2,1.3081,1147.55,0.3758,Bachelor,Mortgage,Medical,Self-employed,0
44,160638.0,17020.0,24,427,11.0,16,0.5261,8,1,0.106,762.03,0.0569,High School,Rent,Debt Consolidation,Full-time,0
29,34114.0,15830.0,24,764,22.0,3,0.2681,0,3,0.464,708.75,0.2492,High School,Own,Home Improvement,Full-time,0
64,32119.0,48504.0,36,731,19.0,15,0.4524,2,1,1.5101,1497.66,0.5593,Master,Mortgage,Medical,Full-time,0
31,132991.0,49321.0,36,541,17.0,18,0.4498,9,0,0.3709,1522.89,0.1374,Master,Rent,Personal,Full-time,0
31,55798.0,9814.0,60,688,,6,0.1476,5,2,0.1759,194.33,0.0418,Bachelor,Mortgage,Home Improvement,Full-time,0
32,80011.0,19540.0,24,825,15.0,16,0.3335,0,0,0.2442,874.86,0.1312,Master,Rent,Medical,Self-employed,0
52,73137.0,47456.0,24,631,29.0,7,0.5594,8,0,0.6489,2124.73,0.3486,Bachelor,Mortgage,Debt Consolidation,Full-time,0
48,55077.0,10786.0,24,409,17.0,5,0.1947,3,1,0.1958,482.92,0.1052,PhD,Rent,Personal,Part-time,0
67,155929.0,39375.0,60,481,,14,0.4433,7,2,0.2525,779.67,0.06,PhD,Rent,Business,Self-employed,0
40,142998.0,6502.0,60,401,10.0,4,0.5769,6,2,0.0455,128.75,0.0108,Bachelor,Rent,Education,Full-time,0
34,59173.0,9737.0,36,482,14.0,10,0.2483,3,0,0.1645,300.65,0.061,Bachelor,Mortgage,Home Improvement,Full-time,0
22,142067.0,39463.0,48,789,21.0,18,0.2632,3,2,0.2778,944.99,0.0798,High School,Mortgage,Personal,Full-time,0
20,146992.0,30765.0,60,404,25.0,3,0.2989,5,0,0.2093,609.18,0.0497,Bachelor,Mortgage,Medical,Full-time,0
38,114746.0,28186.0,60,790,23.0,3,0.495,3,3,0.2456,558.12,0.0584,Bachelor,Mortgage,Debt Consolidation,Unemployed,0
66,122001.0,42972.0,48,456,19.0,18,0.2916,1,0,0.3522,1029.02,0.1012,Bachelor,Mortgage,Business,Full-time,0
46,187967.0,16049.0,36,574,23.0,15,0.3174,7,0,0.0854,495.55,0.0316,High School,Mortgage,Debt Consolidation,Full-time,0
64,98967.0,25661.0,60,590,0.0,9,0.1723,6,2,0.2593,508.12,0.0616,Master,Own,Education,Full-time,0
25,86301.0,30814.0,24,369,8.0,8,0.5936,6,3,0.357,1379.62,0.1918,PhD,Rent,Education,Part-time,1
24,114715.0,37253.0,24,401,7.0,19,0.5408,7,3,0.3247,1667.91,0.1745,High School,Mortgage,Home Improvement,Full-time,1
61,169634.0,17272.0,48,467,19.0,14,0.3801,5,2,0.1018,413.6,0.0293,Bachelor,Rent,Home Improvement,Full-time,0
25,146273.0,32048.0,12,332,22.0,18,0.5783,9,0,0.2191,2773.01,0.2275,Master,Mortgage,Personal,Full-time,0
22,28900.0,22969.0,36,714,4.0,2,0.4278,8,3,0.7947,709.22,0.2944,Bachelor,Own,Personal,Unemployed,1
40,99966.0,27555.0,60,600,5.0,11,0.5775,9,0,0.2756,545.62,0.0655,PhD,Rent,Business,Full-time,0
66,151868.0,43270.0,12,765,14.0,14,0.1388,1,1,0.2849,3744.01,0.2958,Bachelor,Mortgage,Medical,Full-time,0
54,56424.0,20289.0,60,774,29.0,1,0.174,1,3,0.3596,401.75,0.0854,High School,Rent,Debt Consolidation,Self-employed,0
24,197862.0,33740.0,36,491,0.0,10,0.5369,4,2,0.1705,1041.79,0.0632,Bachelor,Mortgage,Home Improvement,Self-employed,0
61,164500.0,47157.0,60,749,26.0,2,0.2809,6,3,0.2867,933.77,0.0681,Bachelor,Mortgage,Personal,Full-time,0
62,171620.0,38357.0,48,333,5.0,18,0.2541,2,3,0.2235,918.51,0.0642,High School,Mortgage,Medical,Unemployed,1
60,30119.0,49447.0,12,536,8.0,13,0.4649,1,3,1.6417,4278.49,1.704,Master,Mortgage,Debt Consolidation,Full-time,1
65,122237.0,29591.0,48,666,18.0,4,0.3967,0,2,0.2421,708.59,0.0696,Bachelor,Rent,Home Improvement,Self-employed,0
31,112640.0,14815.0,12,556,21.0,10,0.2392,5,3,0.1315,1281.89,0.1366,Bachelor,Own,Home Improvement,Self-employed,1
68,130951.0,49578.0,24,706,26.0,3,0.2688,9,0,0.3786,2219.73,0.2034,Bachelor,Mortgage,Debt Consolidation,Full-time,0
36,172298.0,32584.0,60,772,0.0,16,0.2746,4,0,0.1891,645.2,0.0449,Bachelor,Rent,Personal,Full-time,0
60,80358.0,12829.0,60,533,1.0,4,0.1195,7,0,0.1596,254.03,0.0379,Bachelor,Rent,Debt Consolidation,Full-time,0
48,113786.0,16542.0,12,450,14.0,12,0.1763,0,0,0.1454,1431.33,0.1509,Bachelor,Own,Home Improvement,Full-time,0
58,140704.0,13852.0,24,620,16.0,2,0.3456,2,0,0.0984,620.19,0.0529,Bachelor,Mortgage,Education,Full-time,0
51,154339.0,41846.0,12,777,7.0,4,0.48,6,3,0.2711,3620.8,0.2815,Master,Mortgage,Debt Consolidation,Unemployed,0
52,157523.0,5535.0,24,843,19.0,19,0.2805,4,1,0.0351,247.82,0.0189,Master,Rent,Home Improvement,Full-time,0
50,77333.0,37255.0,60,748,,8,0.2608,0,1,0.4817,737.69,0.1145,Bachelor,Rent,Business,Full-time,0
58,199672.0,28146.0,12,434,27.0,3,0.4078,2,2,0.141,2435.38,0.1464,Bachelor,Mortgage,Home Improvement,Full-time,0
56,,4600.0,48,412,5.0,14,0.1365,7,1,0.2741,110.15,0.0787,PhD,Rent,Home Improvement,Full-time,0
26,106105.0,31054.0,60,615,19.0,4,0.2594,6,2,0.2927,614.91,0.0695,High School,Rent,Business,Full-time,0
61,127622.0,37904.0,60,521,15.0,12,0.1645,8,0,0.297,750.54,0.0706,High School,Rent,Personal,Unemployed,0
46,26341.0,36572.0,24,636,3.0,16,0.4084,3,2,1.3884,1637.42,0.7456,High School,Mortgage,Personal,Full-time,0
36,98464.0,26897.0,48,807,18.0,13,0.1118,9,3,0.2732,644.08,0.0785,Bachelor,Rent,Debt Consolidation,Full-time,0
45,125233.0,17436.0,36,602,4.0,5,0.2963,9,0,0.1392,538.37,0.0516,Bachelor,Rent,Business,Full-time,0
68,127408.0,9028.0,12,495,16.0,5,0.3779,3,0,0.0709,781.16,0.0736,Bachelor,Own,Medical,Full-time,0
62,37019.0,1600.0,24,778,19.0,5,0.5085,2,0,0.0432,71.64,0.0232,Bachelor,Rent,Home Improvement,Full-time,0
61,66339.0,18618.0,48,541,2.0,13,0.4485,9,2,0.2806,445.83,0.0806,High School,Mortgage,Debt Consolidation,Full-time,1
43,60281.0,31979.0,48,632,6.0,13,0.5686,3,3,0.5305,765.78,0.1524,Bachelor,Mortgage,Business,Full-time,0
59,133385.0,2845.0,36,374,8.0,10,0.4239,4,3,0.0213,87.85,0.0079,High School,Mortgage,Home Improvement,Full-time,1
39,75824.0,49936.0,48,579,27.0,8,0.2421,9,3,0.6586,1195.78,0.1892,Bachelor,Own,Personal,Full-time,1
54,120718.0,29711.0,48,534,6.0,2,0.1774,2,2,0.2461,711.47,0.0707,High School,Rent,Debt Consolidation,Self-employed,0
51,150240.0,15432.0,24,367,27.0,16,0.0811,8,2,0.1027,690.93,0.0552,High School,Own,Debt Consolidation,Self-employed,1
32,162496.0,48143.0,24,416,16.0,13,0.2027,1,1,0.2963,2155.49,0.1592,High School,Rent,Personal,Full-time,0
33,49004.0,10012.0,60,686,28.0,13,0.1253,2,2,0.2043,198.25,0.0485,Bachelor,Mortgage,Personal,Full-time,0
23,182153.0,47922.0,60,399,24.0,2,0.2531,3,0,0.2631,948.91,0.0625,High School,Rent,Home Improvement,Full-time,0
26,45664.0,14806.0,12,372,8.0,6,0.4364,4,3,0.3242,1281.12,0.3366,Bachelor,Mortgage,Education,Full-time,1
41,19047.0,19606.0,48,331,16.0,6,0.4306,2,0,1.0293,469.49,0.2956,Master,Rent,Education,Full-time,0
43,23318.0,21845.0,12,314,21.0,12,0.225,8,3,0.9368,1890.18,0.9722,Bachelor,Own,Debt Consolidation,Part-time,1
28,52192.0,49747.0,60,538,2.0,15,0.3297,6,1,0.9531,985.05,0.2264,High School,Rent,Medical,Full-time,0
40,176549.0,13294.0,36,568,19.0,17,0.1692,6,2,0.0753,410.48,0.0279,Bachelor,Rent,Medical,Full-time,0
50,53458.0,48670.0,48,643,13.0,10,0.3266,7,0,0.9104,1165.46,0.2616,High School,Own,Home Improvement,Full-time,0
31,143298.0,18001.0,48,614,1.0,7,0.3305,6,1,0.1256,431.06,0.0361,Master,Own,Personal,Full-time,0
36,92421.0,14974.0,48,595,26.0,8,0.2157,6,3,0.162,358.57,0.0466,Master,Mortgage,Personal,Full-time,1
38,22390.0,32272.0,24,849,7.0,14,0.1927,6,0,1.4413,1444.9,0.774,Bachelor,Rent,Home Improvement,Self-employed,0
45,,34993.0,60,437,26.0,7,0.5888,7,0,0.3601,692.9,0.0856,High School,Rent,Debt Consolidation,Full-time,0
38,20234.0,17906.0,36,691,6.0,8,0.3454,9,2,0.8849,552.89,0.3277,Bachelor,Own,Personal,Part-time,0
56,103092.0,7569.0,36,343,16.0,15,0.3591,1,3,0.0734,233.71,0.0272,Bachelor,Rent,Business,Unemployed,1
36,118354.0,20406.0,24,766,11.0,11,0.0543,5,1,0.1724,913.63,0.0926,High School,Mortgage,Debt Consolidation,Full-time,0
41,111452.0,27480.0,12,499,26.0,9,0.15,1,0,0.2466,2377.75,0.256,Master,Rent,Medical,Full-time,0
38,67268.0,2961.0,36,490,28.0,14,0.2461,1,0,0.044,91.43,0.0163,Bachelor,Mortgage,Medical,Full-time,0
29,156815.0,4853.0,24,374,23.0,6,0.5813,9,3,0.0309,217.28,0.0166,Master,Mortgage,Debt Consolidation,Part-time,1
54,125394.0,45979.0,48,579,25.0,2,0.1464,4,0,0.3667,1101.02,0.1054,Master,Rent,Debt Consolidation,Self-employed,0
31,62135.0,2757.0,24,519,,15,0.2168,7,2,0.0444,123.44,0.0238,High School,Own,Personal,Self-employed,0
34,95401.0,20937.0,60,835,8.0,9,0.5946,7,3,0.2195,414.58,0.0521,High School,Own,Personal,Full-time,0
59,35073.0,38430.0,48,397,27.0,7,0.3146,0,1,1.0957,920.25,0.3147,Bachelor,Own,Home Improvement,Self-employed,0
67,185812.0,17079.0,36,529,15.0,2,0.2251,4,0,0.0919,527.35,0.0341,Master,Own,Debt Consolidation,Full-time,0
53,154314.0,25243.0,48,795,,18,0.3989,1,3,0.1636,604.48,0.047,High School,Own,Home Improvement,Self-employed,0
65,68244.0,5237.0,48,744,5.0,14,0.323,3,3,0.0767,125.41,0.022,Bachelor,Mortgage,Business,Self-employed,0
62,139859.0,39927.0,48,720,21.0,6,0.5766,1,2,0.2855,956.1,0.082,Bachelor,Own,Home Improvement,Part-time,0
44,140641.0,32074.0,36,589,8.0,12,0.0958,6,3,0.2281,990.35,0.0845,High School,Mortgage,Business,Full-time,1
58,127790.0,42731.0,60,780,19.0,9,0.4848,1,3,0.3344,846.13,0.0794,High School,Mortgage,Debt Consolidation,Full-time,0
36,25000.0,43327.0,24,423,1.0,7,0.2035,4,2,1.733,1939.86,0.9307,Master,Own,Education,Self-employed,1
43,177527.0,18189.0,36,745,19.0,6,0.4937,3,1,0.1025,561.62,0.038,Bachelor,Own,Education,Full-time,0
46,191834.0,3016.0,24,619,19.0,2,0.5162,9,0,0.0157,135.03,0.0084,Bachelor,Rent,Education,Full-time,0
68,195216.0,17971.0,36,492,15.0,19,0.5171,7,2,0.0921,554.89,0.0341,High School,Rent,Home Improvement,Part-time,0
62,196440.0,8118.0,60,419,19.0,18,0.5267,3,3,0.0413,160.75,0.0098,Bachelor,Rent,Business,Self-employed,0
44,186832.0,27131.0,48,586,29.0,17,0.445,2,2,0.1452,649.69,0.0417,Bachelor,Own,Home Improvement,Self-employed,0
52,151728.0,8173.0,24,301,25.0,6,0.1283,7,2,0.0539,365.93,0.0289,Bachelor,Mortgage,Home Improvement,Full-time,1
30,25522.0,46173.0,60,693,13.0,19,0.0785,6,2,1.8091,914.28,0.4297,PhD,Rent,Medical,Part-time,0
60,101064.0,30511.0,48,429,26.0,6,0.2374,5,1,0.3019,730.62,0.0867,High School,Mortgage,Education,Self-employed,0
47,60352.0,13398.0,36,514,28.0,16,0.3223,0,0,0.222,413.69,0.0822,Bachelor,Rent,Education,Full-time,0
46,55698.0,46140.0,12,406,4.0,2,0.2164,0,2,0.8284,3992.34,0.86,Master,Rent,Debt Consolidation,Full-time,0
58,168664.0,38714.0,36,555,10.0,6,0.4582,6,3,0.2295,1195.38,0.085,High School,Rent,Medical,Part-time,1
51,,22450.0,60,504,22.0,11,0.4473,4,0,0.1358,444.54,0.0323,PhD,Own,Debt Consolidation,Full-time,0
23,111582.0,8178.0,36,403,15.0,19,0.5846,8,0,0.0733,252.51,0.0272,Bachelor,Rent,Business,Full-time,0
34,151225.0,17846.0,12,788,4.0,6,0.2703,0,2,0.118,1544.16,0.1225,High School,Rent,Home Improvement,Full-time,0
28,38932.0,29616.0,12,717,14.0,9,0.4822,1,1,0.7607,2562.58,0.7896,High School,Own,Education,Self-employed,0
56,56061.0,38526.0,60,513,11.0,17,0.4577,7,3,0.6872,762.86,0.1633,Bachelor,Own,Personal,Full-time,1
21,174188.0,13834.0,36,331,22.0,9,0.5938,9,1,0.0794,427.15,0.0294,Master,Own,Debt Consolidation,Full-time,1
30,98474.0,37385.0,48,764,15.0,13,0.4755,7,2,0.3796,895.23,0.1091,PhD,Rent,Personal,Full-time,0
49,116126.0,14858.0,24,683,4.0,8,0.206,0,0,0.1279,665.23,0.0687,Bachelor,Own,Medical,Full-time,0
54,100617.0,13091.0,12,605,1.0,1,0.0584,0,3,0.1301,1132.72,0.1351,High School,Rent,Business,Full-time,0
45,52399.0,22903.0,36,632,8.0,6,0.5825,8,1,0.4371,707.18,0.1619,Bachelor,Rent,Business,Full-time,0
63,167885.0,8880.0,48,304,4.0,11,0.4438,4,1,0.0529,212.64,0.0152,Bachelor,Own,Home Improvement,Full-time,0
65,155285.0,20828.0,24,560,,1,0.4969,4,2,0.1341,932.52,0.0721,High School,Own,Debt Consolidation,Full-time,0
26,141511.0,18532.0,48,403,8.0,5,0.4863,9,3,0.131,443.77,0.0376,High School,Mortgage,Debt Consolidation,Full-time,1
67,80340.0,14722.0,36,658,19.0,19,0.4547,2,3,0.1832,454.57,0.0679,Bachelor,Mortgage,Medical,Full-time,0
50,133985.0,39004.0,24,812,3.0,1,0.4633,2,3,0.2911,1746.31,0.1564,Bachelor,Rent,Debt Consolidation,Full-time,0
51,191351.0,17254.0,24,591,13.0,5,0.5612,6,0,0.0902,772.51,0.0484,Bachelor,Rent,Home Improvement,Full-time,0
24,135218.0,35058.0,24,632,28.0,12,0.5528,9,0,0.2593,1569.64,0.1393,Bachelor,Mortgage,Personal,Full-time,0
51,106440.0,36294.0,24,667,19.0,11,0.2586,3,3,0.341,1624.98,0.1832,High School,Rent,Medical,Full-time,0
56,65036.0,33626.0,48,811,8.0,4,0.067,1,3,0.517,805.22,0.1485,High School,Own,Debt Consolidation,Full-time,0
49,111719.0,14197.0,24,321,22.0,2,0.0713,0,2,0.1271,635.64,0.0683,Bachelor,Mortgage,Medical,Full-time,0
24,83766.0,41641.0,48,470,,18,0.2957,0,3,0.4971,997.15,0.1428,Bachelor,Own,Debt Consolidation,Full-time,0
46,128084.0,12591.0,24,447,7.0,11,0.5092,3,1,0.0983,563.73,0.0528,High School,Rent,Education,Unemployed,0
66,23447.0,14579.0,24,694,29.0,11,0.5162,5,1,0.6218,652.74,0.3339,Master,Rent,Debt Consolidation,Full-time,0
56,50180.0,43874.0,60,546,28.0,2,0.2724,4,0,0.8743,868.76,0.2077,Bachelor,Rent,Debt Consolidation,Part-time,0
26,160584.0,17644.0,60,724,16.0,4,0.2159,2,3,0.1099,349.37,0.0261,High School,Rent,Personal,Full-time,0
67,85433.0,35153.0,36,559,0.0,2,0.3286,6,2,0.4115,1085.42,0.1524,High School,Rent,Debt Consolidation,Full-time,0
67,95104.0,3074.0,24,836,12.0,19,0.5079,8,0,0.0323,137.63,0.0174,PhD,Mortgage,Debt Consolidation,Full-time,0
28,115621.0,31101.0,48,721,15.0,15,0.4001,2,3,0.269,744.75,0.0773,Bachelor,Own,Debt Consolidation,Full-time,0
